Year_Test,Year,Test,Test_Type,Test_Year,Location,Location2,Trait,Meta_data_type,Value
2002_UT00,2002,UT00,Uniform,UT00_2002,StBrunoMontarvilleQUE,StBrunoMontarville_QUE,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,DavidCityNE,DavidCity_NE,YieldBuA,C.V.,6
2002_UTIV,2002,UTIV,Uniform,UTIV_2002,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,HartingtonNE,Hartington_NE,YieldBuA,C.V.,10
2003_PT0,2003,PT0,Preliminary,PT0_2003,BeemerNE,Beemer_NE,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,OrdNE,Ord_NE,YieldBuA,C.V.,5.3
2003_PTI,2003,PTI,Preliminary,PTI_2003,TalbotvilleONT,Talbotville_ONT,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,AdelphiaNJ,Adelphia_NJ,YieldBuA,C.V.,15.4
2003_PTIVRR,2003,PTIVRR,Preliminary,PTIVRR_2003,KingdomCityMO,KingdomCity_MO,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,HoytvilleOH,Hoytville_OH,YieldBuA,C.V.,17
2003_UTIII,2003,UTIII,Uniform,UTIII_2003,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,WoosterOH,Wooster_OH,YieldBuA,C.V.,13.5
2003_UTIV,2003,UTIV,Uniform,UTIV_2003,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,RidgetownONT,Ridgetown_ONT,YieldBuA,C.V.,5.1
2004_UT00,2004,UT00,Uniform,UT00_2004,MordenMAN,Morden_MAN,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,BrookingsSD,Brookings_SD,YieldBuA,C.V.,5.1
2004_UTI,2004,UTI,Uniform,UTI_2004,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,5.6
1995_UTII,1995,UTII,Uniform,UTII_1995,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,24
1995_UTII,1995,UTII,Uniform,UTII_1995,RidgetownONT,Ridgetown_ONT,YieldBuA,RowSp.,24
1995_UTII,1995,UTII,Uniform,UTII_1995,BlufftonIN,Bluffton_IN,YieldBuA,RowSp.,26
1995_UTII,1995,UTII,Uniform,UTII_1995,AmesIA,Ames_IA,YieldBuA,RowSp.,27
1995_UTII,1995,UTII,Uniform,UTII_1995,GrandJunctionIA,GrandJunction_IA,YieldBuA,RowSp.,27
1995_UTII,1995,UTII,Uniform,UTII_1995,KeystoneIA,Keystone_IA,YieldBuA,RowSp.,27
1995_UTII,1995,UTII,Uniform,UTII_1995,DeKalbIL,DeKalb_IL,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,DwightIL,Dwight_IL,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,InghamCountyMI,InghamCounty_MI,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,LenaweeCountyMI,LenaweeCounty_MI,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,DavidCityNE,DavidCity_NE,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,HartingtonNE,Hartington_NE,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,OrdNE,Ord_NE,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,AdelphiaNJ,Adelphia_NJ,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,HoytvilleOH,Hoytville_OH,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,WoosterOH,Wooster_OH,YieldBuA,RowSp.,30
1995_UTII,1995,UTII,Uniform,UTII_1995,BrookingsSD,Brookings_SD,YieldBuA,RowSp.,30
2003_PTII,2003,PTII,Preliminary,PTII_2003,BeresfordSD,Beresford_SD,YieldBuA,Reps,2
2003_PTII,2003,PTII,Preliminary,PTII_2003,BrookingsSD,Brookings_SD,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,AmesIA,Ames_IA,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,AtlanticIA,Atlantic_IA,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,UrbanaIL,Urbana_IL,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,LafayetteIN,Lafayette_IN,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,ManhattanKS,Manhattan_KS,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,NoveltyMO,Novelty_MO,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,GoehnerNE,Goehner_NE,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,PlymouthNE,Plymouth_NE,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,TekamahNE,Tekamah_NE,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,HoytvilleOH,Hoytville_OH,YieldBuA,Reps,2
2003_PTIIIA,2003,PTIIIA,Preliminary,PTIIIA_2003,SCharlestonOH,SCharleston_OH,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,AmesIA,Ames_IA,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,AtlanticIA,Atlantic_IA,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,UrbanaIL,Urbana_IL,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,LafayetteIN,Lafayette_IN,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,AshlandKS,Ashland_KS,YieldBuA,Reps,2
1995_UTII,1995,UTII,Uniform,UTII_1995,LambertonMN,Lamberton_MN,YieldBuA,Rows/Plot,10
1995_UTII,1995,UTII,Uniform,UTII_1995,WasecaMN,Waseca_MN,YieldBuA,Rows/Plot,10
1995_UTII,1995,UTII,Uniform,UTII_1995,SpickardMO,Spickard_MO,YieldBuA,RowSp.,
1995_UTII,1995,UTII,Uniform,UTII_1995,SpickardMO,Spickard_MO,YieldBuA,Rows/Plot,
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,NoveltyMO,Novelty_MO,YieldBuA,Reps,2
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,SCharlestonOH,SCharleston_OH,YieldBuA,RowSp.,7.5
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,GoehnerNE,Goehner_NE,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,PlymouthNE,Plymouth_NE,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,TekamahNE,Tekamah_NE,YieldBuA,Reps,2
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,FairfieldIA,Fairfield_IA,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,GriswoldIA,Griswold_IA,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,StuartIA,Stuart_IA,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,NewtonIL,Newton_IL,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,RidgwayIL,Ridgway_IL,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,BlufftonIN,Bluffton_IN,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,PowhattanKS,Powhattan_KS,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,TopekaKS,Topeka_KS,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,LexingtonKY,Lexington_KY,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,QueenstownMD,Queenstown_MD,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ColumbiaMO,Columbia_MO,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,DavidCityNE,DavidCity_NE,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,FallsCityNE,FallsCity_NE,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,TekamahNE,Tekamah_NE,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,AdelphiaNJ,Adelphia_NJ,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,HoytvilleOH,Hoytville_OH,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,WoosterOH,Wooster_OH,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ElkPointSD,ElkPoint_SD,YieldBuA,Rows/Plot,4
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,GeorgetownDE,Georgetown_DE,YieldBuA,RowSp.,15
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,MtOrabOH,MtOrab_OH,YieldBuA,RowSp.,15
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,GeorgetownDE,Georgetown_DE,YieldBuA,C.V.,15.9
2004_UTIIIRR,2004,UTIIIRR,Uniform,UTIIIRR_2004,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,FairfieldIA,Fairfield_IA,YieldBuA,C.V.,7.6
2004_UTIRR,2004,UTIRR,Uniform,UTIRR_2004,WanatahIN,Wanatah_IN,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,GriswoldIA,Griswold_IA,YieldBuA,C.V.,7.3
2005_PT0RR,2005,PT0RR,Preliminary,PT0RR_2005,MorrisMN,Morris_MN,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,StuartIA,Stuart_IA,YieldBuA,C.V.,7.8
2005_UTII,2005,UTII,Uniform,UTII_2005,HoytvilleOH,Hoytville_OH,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,NewtonIL,Newton_IL,YieldBuA,C.V.,27.1
2006_UT0RR,2006,UT0RR,Uniform,UT0RR_2006,StHyacintheQUE,StHyacinthe_QUE,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,RidgwayIL,Ridgway_IL,YieldBuA,C.V.,10.1
2006_UTIIRR,2006,UTIIRR,Uniform,UTIIRR_2006,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,UrbanaIL,Urbana_IL,YieldBuA,C.V.,4
2006_UTIV,2006,UTIV,Uniform,UTIV_2006,LexingtonKY,Lexington_KY,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,BlufftonIN,Bluffton_IN,YieldBuA,C.V.,28.9
2006_UTIVRR,2006,UTIVRR,Uniform,UTIVRR_2006,QueenstownMD,Queenstown_MD,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,8.4
2007_PT0RR,2007,PT0RR,Preliminary,PT0RR_2007,AuroraSD,Aurora_SD,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ManhattanKS,Manhattan_KS,YieldBuA,C.V.,8.1
2007_UT00,2007,UT00,Uniform,UT00_2007,MordenMAN,Morden_MAN,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,PowhattanKS,Powhattan_KS,YieldBuA,C.V.,
2007_UTIIRR,2007,UTIIRR,Uniform,UTIIRR_2007,LenaweeCountyMI,LenaweeCounty_MI,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,TopekaKS,Topeka_KS,YieldBuA,C.V.,6.6
2007_UTIV,2007,UTIV,Uniform,UTIV_2007,HarrisburgIL,Harrisburg_IL,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,LexingtonKY,Lexington_KY,YieldBuA,C.V.,7
2008_UTIIRR,2008,UTIIRR,Uniform,UTIIRR_2008,BeemerNE,Beemer_NE,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,QueenstownMD,Queenstown_MD,YieldBuA,C.V.,12.8
2008_UTIVRR,2008,UTIVRR,Uniform,UTIVRR_2008,QueenstownMD,Queenstown_MD,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ColumbiaMO,Columbia_MO,YieldBuA,C.V.,9.3
2010_PTIIA,2010,PTIIA,Preliminary,PTIIA_2010,AuroraSD,Aurora_SD,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,DavidCityNE,DavidCity_NE,YieldBuA,C.V.,5.5
2010_UT0,2010,UT0,Uniform,UT0_2010,AuroraSD,Aurora_SD,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,FallsCityNE,FallsCity_NE,YieldBuA,C.V.,12.1
2010_UT00,2010,UT00,Uniform,UT00_2010,DundalkONT,Dundalk_ONT,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,TekamahNE,Tekamah_NE,YieldBuA,C.V.,4.4
2010_UTIV,2010,UTIV,Uniform,UTIV_2010,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,AdelphiaNJ,Adelphia_NJ,YieldBuA,C.V.,17.9
2011_UTII,2011,UTII,Uniform,UTII_2011,CarlisleIA,Carlisle_IA,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,HoytvilleOH,Hoytville_OH,YieldBuA,C.V.,10.4
2011_UTII,2011,UTII,Uniform,UTII_2011,UrbanaIL,Urbana_IL,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,MtOrabOH,MtOrab_OH,YieldBuA,C.V.,23.1
2011_UTII,2011,UTII,Uniform,UTII_2011,LenaweeCountyMI,LenaweeCounty_MI,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,SCharlestonOH,SCharleston_OH,YieldBuA,C.V.,9.9
2011_UTII,2011,UTII,Uniform,UTII_2011,BeemerNE,Beemer_NE,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,WoosterOH,Wooster_OH,YieldBuA,C.V.,8.7
2012_UTIII,2012,UTIII,Uniform,UTIII_2012,ColumbiaMO,Columbia_MO,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ElkPointSD,ElkPoint_SD,YieldBuA,C.V.,6.3
2013_UT0,2013,UT0,Uniform,UT0_2013,RosemountMN,Rosemount_MN,YieldBuA,L.S.D.,5.6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,24
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,BlufftonIN,Bluffton_IN,YieldBuA,RowSp.,26
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,FairfieldIA,Fairfield_IA,YieldBuA,RowSp.,27
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,GriswoldIA,Griswold_IA,YieldBuA,RowSp.,27
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,StuartIA,Stuart_IA,YieldBuA,RowSp.,27
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,NewtonIL,Newton_IL,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,RidgwayIL,Ridgway_IL,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ManhattanKS,Manhattan_KS,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,PowhattanKS,Powhattan_KS,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,TopekaKS,Topeka_KS,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,LexingtonKY,Lexington_KY,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,QueenstownMD,Queenstown_MD,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ColumbiaMO,Columbia_MO,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,DavidCityNE,DavidCity_NE,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,FallsCityNE,FallsCity_NE,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,TekamahNE,Tekamah_NE,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,AdelphiaNJ,Adelphia_NJ,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,HoytvilleOH,Hoytville_OH,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,WoosterOH,Wooster_OH,YieldBuA,RowSp.,30
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,ElkPointSD,ElkPoint_SD,YieldBuA,RowSp.,30
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,HoytvilleOH,Hoytville_OH,YieldBuA,Reps,2
2003_PTIIIB,2003,PTIIIB,Preliminary,PTIIIB_2003,SCharlestonOH,SCharleston_OH,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,MiddletownDE,Middletown_DE,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,UrbanaIL,Urbana_IL,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,LafayetteIN,Lafayette_IN,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,AshlandKS,Ashland_KS,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,ManhattanKS,Manhattan_KS,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,KingdomCityMO,KingdomCity_MO,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,WoosterOH,Wooster_OH,YieldBuA,Reps,2
2003_PTIIIRR,2003,PTIIIRR,Preliminary,PTIIIRR_2003,SCharlestonOH,SCharleston_OH,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,UrbanaIL,Urbana_IL,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,LafayetteIN,Lafayette_IN,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,WanatahIN,Wanatah_IN,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,InghamCountyMI,InghamCounty_MI,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,WoosterOH,Wooster_OH,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,HarrowONT,Harrow_ONT,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,BeresfordSD,Beresford_SD,YieldBuA,Reps,2
2003_PTIIRR,2003,PTIIRR,Preliminary,PTIIRR_2003,BrookingsSD,Brookings_SD,YieldBuA,Reps,2
2003_PTIRR,2003,PTIRR,Preliminary,PTIRR_2003,LafayetteIN,Lafayette_IN,YieldBuA,Reps,2
2003_PTIRR,2003,PTIRR,Preliminary,PTIRR_2003,WanatahIN,Wanatah_IN,YieldBuA,Reps,2
2003_PTIRR,2003,PTIRR,Preliminary,PTIRR_2003,InghamCountyMI,InghamCounty_MI,YieldBuA,Reps,2
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,GeorgetownDE,Georgetown_DE,YieldBuA,Rows/Plot,5
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,MtOrabOH,MtOrab_OH,YieldBuA,Rows/Plot,6
1995_UTIII,1995,UTIII,Uniform,UTIII_1995,SCharlestonOH,SCharleston_OH,YieldBuA,Rows/Plot,8
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,SCharlestonOH,SCharleston_OH,YieldBuA,RowSp.,7.5
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,BellevilleIL,Belleville_IL,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,NewtonIL,Newton_IL,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,RidgwayIL,Ridgway_IL,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,UllinIL,Ullin_IL,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,OttawaKS,Ottawa_KS,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,TopekaKS,Topeka_KS,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,LexingtonKY,Lexington_KY,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,QueenstownMD,Queenstown_MD,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,ColumbiaMO,Columbia_MO,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,PortagevilleMO,Portageville_MO,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,AdelphiaNJ,Adelphia_NJ,YieldBuA,Rows/Plot,4
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,GeorgetownDE,Georgetown_DE,YieldBuA,RowSp.,15
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,MtOrabOH,MtOrab_OH,YieldBuA,RowSp.,15
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,GeorgetownDE,Georgetown_DE,YieldBuA,C.V.,16.7
2014_PTI,2014,PTI,Preliminary,PTI_2014,StHyacintheQUE,StHyacinthe_QUE,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,BellevilleIL,Belleville_IL,YieldBuA,C.V.,9.7
2014_UTI,2014,UTI,Uniform,UTI_2014,SaginawCountyMI,SaginawCounty_MI,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,NewtonIL,Newton_IL,YieldBuA,C.V.,24.7
2015_PT0,2015,PT0,Preliminary,PT0_2015,WoodstockONT,Woodstock_ONT,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,RidgwayIL,Ridgway_IL,YieldBuA,C.V.,8.1
2016_PTIV,2016,PTIV,Preliminary,PTIV_2016,OttawaKS,Ottawa_KS,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,UllinIL,Ullin_IL,YieldBuA,C.V.,8
2016_UT00RR,2016,UT00RR,Uniform,UT00RR_2016,NorthwoodND,Northwood_ND,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,UrbanaIL,Urbana_IL,YieldBuA,C.V.,4.7
2016_UTIIRR,2016,UTIIRR,Uniform,UTIIRR_2016,WanatahIN,Wanatah_IN,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,9.2
2017_UTIVRR,2017,UTIVRR,Uniform,UTIVRR_2017,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,ManhattanKS,Manhattan_KS,YieldBuA,C.V.,6
2018_PTIV,2018,PTIV,Preliminary,PTIV_2018,UrbanaIL,Urbana_IL,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,OttawaKS,Ottawa_KS,YieldBuA,C.V.,8.3
2019_PTIIA,2019,PTIIA,Preliminary,PTIIA_2019,LafayetteIN,Lafayette_IN,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,TopekaKS,Topeka_KS,YieldBuA,C.V.,12.9
2019_PTIIB,2019,PTIIB,Preliminary,PTIIB_2019,ChathamONT,Chatham_ONT,YieldBuA,L.S.D.,5.6
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,LexingtonKY,Lexington_KY,YieldBuA,C.V.,14.6
1989_PTIIB,1989,PTIIB,Preliminary,PTIIB_1989,MarshalltownIA,Marshalltown_IA,YieldBuA,L.S.D.,5.7
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,QueenstownMD,Queenstown_MD,YieldBuA,C.V.,27.2
1989_UTI,1989,UTI,Uniform,UTI_1989,ConcordNE,Concord_NE,YieldBuA,L.S.D.,5.7
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,ColumbiaMO,Columbia_MO,YieldBuA,C.V.,6.4
1990_PTIIB,1990,PTIIB,Preliminary,PTIIB_1990,AdelphiaNJ,Adelphia_NJ,YieldBuA,L.S.D.,5.7
1995_UTIV,1995,UTIV,Uniform,UTIV_1995,PortagevilleMO,Portageville_MO,YieldBuA,C.V.,11.5
